Mr. Metha Angwatanapanich, 0.9983093476458106, nan
SKY ICT PUBLIC COMPANY LIMITED, nan, 0.95
Mrs. Puangchan Sampawakoop, nan, 1.0
Mrs. Chonticha Teepakornsookasem, 0.9441964494984689, nan
Mr. Pongphan Sampawakoop, nan, 1.0
Mr. Luchai Pukananan, 1.130292568921443, nan
Mr. WARIS PHO-OB, 1.0561055841617373, nan
Mr. Phijit Wiriyamettakul, nan, 1.1217698088132808
Mr. Nuttapol Jurangkool, 0.9848484916901568, 1.0284614482607786
Mr. Varit Bhoob, 1.0382686017974767, 1.0561055841617373
Miss Nantida Kittiitsaranon, nan, 1.012405980398229
COM-LINK COMPANY LIMITED, nan, 1.0869389981805295
Mr. Surachai Ratitong, nan, 0.947924767494334
Miss Kittiya Utokyota, 1.0371360958674394, 1.1200195944224332
Doctor Teephop Teeragananan, nan, 0.9749536007154149
Miss Kanchanarath Wongphan, 1.005970042124492, 0.9550221989443831
Mr. Chaval Jiaravanon, nan, 0.8604497576131328
RAJTHANEE LAND DEVELOPMENT COMPANY LIMITED, 1.078846141457109, nan
SATHORN SINSUB COMPANY LIMITED, 0.9456469406659193, 1.0306878621545987
Mr. Weeraphan Jakpaisan, nan, 0.9983093476458106
SOCIAL SECURITY OFFICE, 1.010551870072833, 0.9762577268070532
ADVANCE OPPORTUNITIES FUND, 0.9473841572781214, 0.9464646688397684
Mr. Krisada Chavananand, nan, 0.9745723712452281
Mr. Pisit Panittaveekul, 0.9990207737921625, 0.9084010737149314
KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED, 0.9842523131147596, 0.9848263976411069
Mr. Khajornkiat Ungaram, 0.9218123123029506, 0.9474131378105328
Mr. KRIANGKRAI SIRAVANICHKAN, 0.9456469406659193, 1.0306878621545987
Mr. Chinchai Leenabunjong, 0.9608405020924775, 0.991293799166905
Mr. Suthilaksh Chirathivat, 0.9745723712452281, nan
BBL ASSET MANAGEMENT COMPANY LIMITED, 1.0002315505783221, 0.9861469491897503
Mrs. Hatairatn Jurangkool, 1.0226538813350965, nan
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT, LLC, 1.010037416264879, 1.0044297169995142
MIRI STRATEGIC EMERGING MARKETS FUND LP, 1.1894101071732568, 0.8344581290779847
MASSACHUSETTS FINANCIAL SERVICES COMPANY, 1.0015074211502781, 0.9972081218274113
C4 CORPORATION COMPANY LIMITED, nan, 0.9509549340903162
Miss KORAWAN VANAGOSOOM, 1.0599289177210567, nan
Miss Kamonwan Temprasertrudee, 1.0, nan
ADVANCE OPPORTUNITIES FUND I, 0.9355273681336778, 0.9438453881444286
SURYA KIRAN INVESTMENTS PTE. LTD., 1.0157828886322167, 1.0707499999999999
Mr. Sompong Silsomboon, 1.679045072601075, 0.9943181602669161
Mr. TASSAPON BIJLEVELD, 1.0245653854983818, nan
Miss Varunya Chatphiriyaphan, 0.9719903431445842, 0.9592933326652939
Mr. Kobkun Thienpreecha, 0.9633355099621225, 1.060230436242327
Mr. chinchana leenabunjong, 0.9894452437572402, nan
Miss PIYATHIDA SIRAVANICHKAN, 0.9456469406659193, nan
Mrs., 1.6653544660906094, 0.9473684210526315
Mr. Sompong Chonecadeedumrongkul, 1.0085167936493344, 0.9907047970845878
BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED, 1.051373474369919, 1.0950112208706828
Mr. Nitiphon Chaisakulchai, nan, 1.318426499455612
NIPPON STEEL CORPORATION, nan, 1.0156641643321889
Mr. Suppa-chak Trairatanobhas, 1.0080349032631566, 1.035723949266812
Mr. Theerapat Singhavanich, 1.0, 0.8518518196579863
Mr. Samrerng Manoonpol, 1.013643013584421, nan
Mrs. Patama Laowong, 0.9988038421835227, nan
Miss Aroonsri Rattanatanyaporn, 1.0091896321199785, nan
Mr. Prayoon Asakan, 0.9629806137591035, 1.2532642661994542
KENDRICK GLOBAL LIMITED, nan, 1.0156641643321889
Mr. Ekkapong Na ranong, nan, 1.0
MILL CON STEEL PUBLIC COMPANY LIMITED, nan, 0.9853467671999474
Mr NATTAPONG SEETAVORARAT, 1.318426499455612, 0.9969325942412359
Miss Nitchakan Chanthansirikun, 0.8917924383583639, 0.9988000011444089
Mr. Suphachai Watnasuvisuth, 0.9950108447381945, nan
Mr. Jormsup Lochaya, 1.0995670330761609, 0.97702769836372
Mrs. Chantira Luesakul, 1.0701315804528495, 1.0052086810155278
Mr. KOMOL JUNGRUNGREANGKIT, 0.9439500761196351, nan
Mr. Kritsada Pruitipat, nan, 0.9745565074860875
Mr. Siritaj Rojanepruk, 1.2644110289448374, 0.8666666335529765
Miss Korawan Vanagosoom, 0.9609649419270878, 1.0447052626916251
Miss Aura-orn Akrasanee, 1.1695275807329195, 1.0
Mr. Thaweesub Chitsophon, 1.0, 1.0
Mr. Teephop Teeragananan, 0.9678604150528077, nan
Mr. ARNONCHAI VEERAPRAVATI, 1.1290364412698752, nan
KASIKORN ASSET MANAGEMENT COMPANY LIMITED, 1.0227629332652342, 0.9867474919964347
Mr. KORRAMANN JATURAPORNPROM, nan, 0.9660633382139018
M E C T COMPANY LIMITED, nan, 0.9632353185355167
Mr. Sopon Namanee, 1.0, 1.0
Mr. Somchai Hongrattanavichit, nan, 0.9264909658230864
Miss Paranya Rudjanapornpajee, 1.0410635246728899, 0.9253354331999275
